Date;0.0.2.1.1.1.12.0.0.0.0.0.0.0.0.0.72.0;0.0.2.1.19.1.12.0.0.0.0.0.0.0.0.0.72.0
011-02:15;3671827;320565
011-02:30;3671841;320579
011-02:45;3671861;320599
011-03:00;3671876;320614
011-03:15;3671888;320626
011-03:30;3671921;320659
011-03:45;3671951;320689
011-04:00;3671962;320700
011-04:15;3671982;320720
011-04:30;3671996;320734
011-04:45;3672008;320746
011-05:00;3672040;320778
011-05:15;3672071;320809
011-05:30;3672084;320822
011-05:45;3672103;320841
011-06:00;3672118;320856
011-06:15;3672129;320867
011-06:30;3672162;320900
011-06:45;3672193;320931
011-07:00;3672207;320945
011-07:15;3672222;320960
011-07:30;3672241;320979
011-07:45;3672252;320990
011-08:00;3672283;321021
011-08:15;3672314;321052
011-08:30;3672327;321065
011-08:45;3672339;321077
011-09:00;3672360;321098
011-09:15;3672372;321110
011-09:30;3672405;321143
011-09:45;3672773;321511
011-10:00;3673749;322487
011-10:15;3674445;323183
011-10:30;3674793;323531
011-10:45;3674970;323708
011-11:00;3675071;323809
011-11:15;3675306;324044
011-11:30;3675710;324448
011-11:45;3675791;324529
011-12:00;3675892;324630
011-12:15;3675954;324692
011-12:30;3676085;324823
011-12:45;3676153;324891
011-13:00;3676214;324952
011-13:15;3676289;325027
011-13:30;3676371;325109
011-13:45;3676436;325174
011-14:00;3676522;325260
011-14:15;3676614;325352
011-14:30;3676645;325383
011-14:45;3676663;325401
011-15:00;3676688;325426
011-15:15;3676777;325515
011-15:30;3676916;325654
011-15:45;3677021;325759
011-16:00;3677058;325796
011-16:15;3677084;325822
011-16:30;3677121;325859
011-16:45;3677143;325881
011-17:00;3677188;325926
011-17:15;3677253;325991
011-17:30;3677349;326087
011-17:45;3677448;326186
011-18:00;3677524;326262
011-18:15;3677621;326359
011-18:30;3677713;326451
011-18:45;3677813;326551
011-19:00;3677889;326627
011-19:15;3677963;326701
011-19:30;3678037;326775
011-19:45;3678132;326870
011-20:00;3678235;326973
011-20:15;3678314;327052
011-20:30;3678385;327123
011-20:45;3678457;327195
011-21:00;3678530;327268
011-21:15;3678671;327409
011-21:30;3678775;327513
011-21:45;3678847;327585
011-22:00;3678921;327659
011-22:15;3678994;327732
011-22:30;3679119;327857
011-22:45;3679210;327948
011-23:00;3679302;328040
011-23:15;3679416;328154
011-23:30;3679472;328210
011-23:45;3679529;328267
012-00:00;3679566;328304
012-00:15;3679593;328331
012-00:30;3679624;328362
012-00:45;3679645;328383
012-01:00;3679666;328404
012-01:15;3679677;328415
012-01:30;3679688;328426
012-01:45;3679715;328453
012-02:00;3679748;328486
012-02:15;3679775;328513
012-02:30;3679787;328525
012-02:45;3679798;328536
012-03:00;3679810;328548
012-03:15;3679834;328572
012-03:30;3679876;328614
012-03:45;3679897;328635
012-04:00;3679908;328646
012-04:15;3679920;328658
012-04:30;3679931;328669
012-04:45;3679960;328698
012-05:00;3679995;328733
012-05:15;3680020;328758
012-05:30;3680031;328769
012-05:45;3680042;328780
012-06:00;3680054;328792
012-06:15;3680082;328820
012-06:30;3680114;328852
012-06:45;3680217;328955
012-07:00;3680249;328987
012-07:15;3680275;329013
012-07:30;3680301;329039
012-07:45;3680332;329070
012-08:00;3680377;329115
012-08:15;3680420;329158
012-08:30;3680444;329182
012-08:45;3680601;329339
012-09:00;3680633;329371
012-09:15;3680663;329401
012-09:30;3680707;329445
012-09:45;3680749;329487
012-10:00;3680774;329512
012-10:15;3680794;329532
012-10:30;3680817;329555
012-10:45;3680833;329571
012-11:00;3680929;329667
012-11:15;3680951;329689
012-11:30;3680954;329692
012-11:45;3680957;329695
012-12:00;3680964;329702
012-12:15;3680964;329702
012-12:30;3680966;329704
012-12:45;3680967;329705
012-13:00;3680967;329705
012-13:15;3680986;329724
012-13:30;3681082;329820
012-13:45;3681152;329890
012-14:00;3681185;329923
012-14:15;3681218;329956
012-14:30;3681232;329970
012-14:45;3681254;329992
012-15:00;3681265;330003
012-15:15;3681278;330016
012-15:30;3681310;330048
012-15:45;3681345;330083
012-16:00;3681368;330106
012-16:15;3681392;330130
012-16:30;3681409;330147
012-16:45;3681428;330166
012-17:00;3681464;330202
012-17:15;3681504;330242
012-17:30;3681602;330340
012-17:45;3681702;330440
012-18:00;3681795;330533
012-18:15;3681892;330630
012-18:30;3681991;330729
012-18:45;3682091;330829
012-19:00;3682165;330903
012-19:15;3682234;330972
012-19:30;3682304;331042
012-19:45;3682374;331112
012-20:00;3682473;331211
012-20:15;3682557;331295
012-20:30;3682630;331368
012-20:45;3682747;331485
012-21:00;3682825;331563
012-21:15;3682903;331641
012-21:30;3682993;331731
012-21:45;3683084;331822
012-22:00;3683165;331903
012-22:15;3683291;332029
012-22:30;3683364;332102
012-22:45;3683439;332177
012-23:00;3683524;332262
012-23:15;3683614;332352
012-23:30;3683727;332465
012-23:45;3684068;332806
013-00:00;3684217;332955
013-00:15;3684419;333157
013-00:30;3684466;333204
013-00:45;3684516;333254
013-01:00;3684558;333296
013-01:15;3685009;333747
013-01:30;3685102;333840
013-01:45;3685114;333852
013-02:00;3685139;333877
013-02:15;3685181;333919
013-02:30;3685202;333940
013-02:45;3685214;333952
013-03:00;3685226;333964
013-03:15;3685241;333979
013-03:30;3685271;334009
013-03:45;3685303;334041
013-04:00;3685324;334062
013-04:15;3685336;334074
013-04:30;3685355;334093
013-04:45;3685371;334109
013-05:00;3685391;334129
013-05:15;3685422;334160
013-05:30;3685448;334186
013-05:45;3685469;334207
013-06:00;3685482;334220
013-06:15;3685493;334231
013-06:30;3685513;334251
013-06:45;3685622;334360
013-07:00;3685673;334411
013-07:15;3685684;334422
013-07:30;3685695;334433
013-07:45;3685707;334445
013-08:00;3685719;334457
013-08:15;3685760;334498
013-08:30;3685792;334530
013-08:45;3685804;334542
013-09:00;3685815;334553
013-09:15;3685825;334563
013-09:30;3685838;334576
013-09:45;3685868;334606
013-10:00;3685891;334629
013-10:15;3685897;334635
013-10:30;3685897;334635
013-10:45;3685897;334635
013-11:00;3685908;334646
013-11:15;3685929;334667
013-11:30;3685948;334686
013-11:45;3685951;334689
013-12:00;3685951;334689
013-12:15;3685955;334693
013-12:30;3685965;334703
013-12:45;3685978;334716
013-13:00;3685998;334736
013-13:15;3686006;334744
013-13:30;3686007;334745
013-13:45;3686011;334749
013-14:00;3686018;334756
013-14:15;3686033;334771
013-14:30;3686061;334799
013-14:45;3686083;334821
013-15:00;3686089;334827
013-15:15;3686095;334833
013-15:30;3686112;334850
013-15:45;3686124;334862
013-16:00;3686153;334891
013-16:15;3686180;334918
013-16:30;3686191;334929
013-16:45;3686215;334953
013-17:00;3686256;334994
013-17:15;3686334;335072
013-17:30;3686411;335149
013-17:45;3686605;335343
013-18:00;3686683;335421
013-18:15;3686763;335501
013-18:30;3686857;335595
013-18:45;3686939;335677
013-19:00;3687034;335772
013-19:15;3687139;335877
013-19:30;3687211;335949
013-19:45;3687240;335978
013-20:00;3687277;336015
013-20:15;3687304;336042
013-20:30;3687339;336077
013-20:45;3687387;336125
013-21:00;3687427;336165
013-21:15;3687457;336195
013-21:30;3687490;336228
013-21:45;3687515;336253
013-22:00;3687543;336281
013-22:15;3687585;336323
013-22:30;3687623;336361
013-22:45;3687664;336402
013-23:00;3687724;336462
013-23:15;3687819;336557
013-23:30;3687881;336619
013-23:45;3687953;336691
014-00:00;3688026;336764
014-00:15;3688121;336859
014-00:30;3688137;336875
014-00:45;3688149;336887
014-01:00;3688160;336898
014-01:15;3688192;336930
014-01:30;3688224;336962
014-01:45;3688248;336986
014-02:00;3688260;336998
014-02:15;3688271;337009
014-02:30;3688283;337021
014-02:45;3688309;337047
014-03:00;3688344;337082
014-03:15;3688371;337109
014-03:30;3688383;337121
014-03:45;3688394;337132
014-04:00;3688405;337143
014-04:15;3688428;337166
014-04:30;3688464;337202
014-04:45;3688492;337230
014-05:00;3688504;337242
014-05:15;3688515;337253
014-05:30;3688526;337264
014-05:45;3688549;337287
014-06:00;3688585;337323
014-06:15;3688616;337354
014-06:30;3688627;337365
014-06:45;3688638;337376
014-07:00;3688650;337388
014-07:15;3688667;337405
014-07:30;3688699;337437
014-07:45;3688737;337475
014-08:00;3688748;337486
014-08:15;3688760;337498
014-08:30;3688771;337509
014-08:45;3688784;337522
014-09:00;3688888;337626
014-09:15;3688927;337665
014-09:30;3688954;337692
014-09:45;3688976;337714
014-10:00;3689012;337750
014-10:15;3689067;337805
014-10:30;3689169;337907
014-10:45;3689253;337991
014-11:00;3689339;338077
014-11:15;3689398;338136
014-11:30;3689554;338292
014-11:45;3689706;338444
014-12:00;3689784;338522
014-12:15;3689921;338659
014-12:30;3690004;338742
014-12:45;3690084;338822
014-13:00;3690139;338877
014-13:15;3690190;338928
014-13:30;3690236;338974
014-13:45;3690265;339003
014-14:00;3690361;339099
014-14:15;3690461;339199
014-14:30;3690498;339236
014-14:45;3690533;339271
014-15:00;3690561;339299
014-15:15;3690597;339335
014-15:30;3690640;339378
014-15:45;3690756;339494
014-16:00;3690821;339559
014-16:15;3690858;339596
014-16:30;3690894;339632
014-16:45;3690936;339674
014-17:00;3691007;339745
014-17:15;3691246;339984
014-17:30;3691343;340081
014-17:45;3691435;340173
014-18:00;3691511;340249
014-18:15;3691589;340327
014-18:30;3691675;340413
014-18:45;3691753;340491
014-19:00;3691851;340589
014-19:15;3691945;340683
014-19:30;3692025;340763
014-19:45;3692105;340843
014-20:00;3692179;340917
014-20:15;3692249;340987
014-20:30;3692331;341069
014-20:45;3692463;341201
014-21:00;3692569;341307
014-21:15;3692649;341387
014-21:30;3692724;341462
014-21:45;3692800;341538
014-22:00;3692878;341616
014-22:15;3693030;341768
014-22:30;3693128;341866
014-22:45;3693208;341946
014-23:00;3693282;342020
014-23:15;3693354;342092
014-23:30;3693432;342170
014-23:45;3693550;342288
015-00:00;3693617;342355
015-00:15;3693648;342386
015-00:30;3693660;342398
015-00:45;3693675;342413
015-01:00;3693694;342432
015-01:15;3693706;342444
015-01:30;3693731;342469
015-01:45;3693762;342500
015-02:00;3693785;342523
015-02:15;3693807;342545
015-02:30;3693819;342557
015-02:45;3693831;342569
015-03:00;3693843;342581
015-03:15;3693875;342613
015-03:30;3693909;342647
015-03:45;3693933;342671
015-04:00;3693944;342682
015-04:15;3693956;342694
015-04:30;3693967;342705
015-04:45;3693989;342727
015-05:00;3694026;342764
015-05:15;3694059;342797
015-05:30;3694070;342808
015-05:45;3694082;342820
015-06:00;3694093;342831
015-06:15;3694104;342842
015-06:30;3694144;342882
015-06:45;3694261;342999
015-07:00;3694298;343036
015-07:15;3694310;343048
015-07:30;3694321;343059
015-07:45;3694332;343070
015-08:00;3694358;343096
015-08:15;3694392;343130
015-08:30;3694421;343159
015-08:45;3694432;343170
015-09:00;3694443;343181
015-09:15;3694454;343192
015-09:30;3694473;343211
015-09:45;3694503;343241
015-10:00;3694532;343270
015-10:15;3694549;343287
015-10:30;3694558;343296
015-10:45;3694567;343305
015-11:00;3694580;343318
015-11:15;3694596;343334
015-11:30;3694624;343362
015-11:45;3694649;343387
015-12:00;3694658;343396
015-12:15;3694663;343401
015-12:30;3694666;343404
015-12:45;3694677;343415
015-13:00;3694693;343431
015-13:15;3694719;343457
015-13:30;3694740;343478
015-13:45;3694748;343486
015-14:00;3694755;343493
015-14:15;3694773;343511
015-14:30;3694784;343522
015-14:45;3694811;343549
015-15:00;3694840;343578
015-15:15;3694855;343593
015-15:30;3694865;343603
015-15:45;3694881;343619
015-16:00;3694898;343636
015-16:15;3694913;343651
015-16:30;3694945;343683
015-16:45;3694977;343715
015-17:00;3694988;343726
015-17:15;3694999;343737
015-17:30;3695021;343759
015-17:45;3695033;343771
015-18:00;3695057;343795
015-18:15;3695097;343835
015-18:30;3695196;343934
015-18:45;3695320;344058
015-19:00;3695412;344150
015-19:15;3695486;344224
015-19:30;3695545;344283
015-19:45;3695621;344359
015-20:00;3695665;344403
015-20:15;3695695;344433
015-20:30;3695720;344458
015-20:45;3695754;344492
015-21:00;3695780;344518
015-21:15;3695810;344548
015-21:30;3695854;344592
015-21:45;3695895;344633
015-22:00;3695918;344656
015-22:15;3695947;344685
015-22:30;3695975;344713
015-22:45;3695998;344736
015-23:00;3696034;344772
015-23:15;3696112;344850
015-23:30;3696173;344911
015-23:45;3696227;344965
016-00:00;3696311;345049
016-00:15;3696323;345061
016-00:30;3696336;345074
016-00:45;3696369;345107
016-01:00;3696399;345137
016-01:15;3696416;345154
016-01:30;3696436;345174
016-01:45;3696447;345185
016-02:00;3696459;345197
016-02:15;3696482;345220
016-02:30;3696514;345252
016-02:45;3696539;345277
016-03:00;3696561;345299
016-03:15;3696572;345310
016-03:30;3696584;345322
016-03:45;3696595;345333
016-04:00;3696628;345366
016-04:15;3696658;345396
016-04:30;3696683;345421
016-04:45;3696696;345434
016-05:00;3696707;345445
016-05:15;3696720;345458
016-05:30;3696740;345478
016-05:45;3696772;345510
016-06:00;3696803;345541
016-06:15;3696821;345559
016-06:30;3696834;345572
016-06:45;3696910;345648
016-07:00;3696933;345671
016-07:15;3696962;345700
016-07:30;3696994;345732
016-07:45;3697022;345760
016-08:00;3697034;345772
016-08:15;3697045;345783
016-08:30;3697056;345794
016-08:45;3697072;345810
016-09:00;3697104;345842
016-09:15;3697139;345877
016-09:30;3697155;345893
016-09:45;3697165;345903
016-10:00;3697174;345912
016-10:15;3697182;345920
016-10:30;3697198;345936
016-10:45;3697230;345968
016-11:00;3697268;346006
016-11:15;3697279;346017
016-11:30;3697290;346028
016-11:45;3697298;346036
016-12:00;3697304;346042
016-12:15;3697329;346067
016-12:30;3697360;346098
016-12:45;3697384;346122
016-13:00;3697392;346130
016-13:15;3697395;346133
016-13:30;3697398;346136
016-13:45;3697414;346152
016-14:00;3697433;346171
016-14:15;3697459;346197
016-14:30;3697465;346203
016-14:45;3697470;346208
016-15:00;3697479;346217
016-15:15;3697492;346230
016-15:30;3697608;346346
016-15:45;3697665;346403
016-16:00;3697726;346464
016-16:15;3697762;346500
016-16:30;3697800;346538
016-16:45;3697839;346577
016-17:00;3697896;346634
016-17:15;3698148;346886
016-17:30;3698320;347058
016-17:45;3698434;347172
016-18:00;3698511;347249
016-18:15;3698590;347328
016-18:30;3698668;347406
016-18:45;3698756;347494
016-19:00;3698863;347601
016-19:15;3698959;347697
016-19:30;3699039;347777
016-19:45;3699113;347851
016-20:00;3699183;347921
016-20:15;3699264;348002
016-20:30;3699355;348093
016-20:45;3699494;348232
016-21:00;3699587;348325
016-21:15;3699661;348399
016-21:30;3699736;348474
016-21:45;3699816;348554
016-22:00;3699892;348630
016-22:15;3699985;348723
016-22:30;3700125;348863
016-22:45;3700194;348932
016-23:00;3700278;349016
016-23:15;3700352;349090
016-23:30;3700421;349159
016-23:45;3700542;349280
017-00:00;3700627;349365
017-00:15;3700656;349394
017-00:30;3700673;349411
017-00:45;3700685;349423
017-01:00;3700696;349434
017-01:15;3700714;349452
017-01:30;3700746;349484
017-01:45;3700784;349522
017-02:00;3700797;349535
017-02:15;3700808;349546
017-02:30;3700819;349557
017-02:45;3700831;349569
017-03:00;3700861;349599
017-03:15;3700901;349639
017-03:30;3700921;349659
017-03:45;3700932;349670
017-04:00;3700944;349682
017-04:15;3700955;349693
017-04:30;3700977;349715
017-04:45;3701017;349755
017-05:00;3701045;349783
017-05:15;3701057;349795
017-05:30;3701070;349808
017-05:45;3701081;349819
017-06:00;3701096;349834
017-06:15;3701131;349869
017-06:30;3701162;349900
017-06:45;3701183;349921
017-07:00;3701194;349932
017-07:15;3701205;349943
017-07:30;3701218;349956
017-07:45;3701245;349983
017-08:00;3701276;350014
017-08:15;3701306;350044
017-08:30;3701319;350057
017-08:45;3701351;350089
017-09:00;3701428;350166
017-09:15;3701475;350213
017-09:30;3701592;350330
017-09:45;3701632;350370
017-10:00;3701656;350394
017-10:15;3701670;350408
017-10:30;3701677;350415
017-10:45;3701688;350426
017-11:00;3701700;350438
017-11:15;3701715;350453
017-11:30;3701726;350464
017-11:45;3701726;350464
017-12:00;3701726;350464
017-12:15;3701768;350506
017-12:30;3701903;350641
017-12:45;3701997;350735
017-13:00;3702102;350840
017-13:15;3702196;350934
017-13:30;3702298;351036
017-13:45;3702393;351131
017-14:00;3702467;351205
017-14:15;3702766;351504
017-14:30;3703429;352167
017-14:45;3704020;352758
017-15:00;3704205;352943
017-15:15;3704293;353031
017-15:30;3704365;353103
017-15:45;3704459;353197
017-16:00;3704553;353291
017-16:15;3704639;353377
017-16:30;3704714;353452
017-16:45;3704792;353530
017-17:00;3704856;353594
017-17:15;3705361;354099
017-17:30;3706431;355169
017-17:45;3707090;355828
017-18:00;3707545;356283
017-18:15;3707692;356430
017-18:30;3708147;356885
017-18:45;3708329;357067
017-19:00;3708457;357195
017-19:15;3708594;357332
017-19:30;3708668;357406
017-19:45;3708750;357488
017-20:00;3708822;357560
017-20:15;3708893;357631
017-20:30;3709024;357762
017-20:45;3709123;357861
017-21:00;3709221;357959
017-21:15;3709294;358032
017-21:30;3709366;358104
017-21:45;3709439;358177
017-22:00;3709580;358318
017-22:15;3709681;358419
017-22:30;3709766;358504
017-22:45;3709838;358576
017-23:00;3709906;358644
017-23:15;3709979;358717
017-23:30;3710071;358809
017-23:45;3710166;358904
018-00:00;3710287;359025
018-00:15;3710302;359040
018-00:30;3710314;359052
018-00:45;3710335;359073
018-01:00;3710347;359085
018-01:15;3710376;359114
018-01:30;3710407;359145
018-01:45;3710427;359165
018-02:00;3710447;359185
018-02:15;3710461;359199
018-02:30;3710473;359211
018-02:45;3710495;359233
018-03:00;3710526;359264
018-03:15;3710557;359295
018-03:30;3710573;359311
018-03:45;3710584;359322
018-04:00;3710595;359333
018-04:15;3710610;359348
018-04:30;3710644;359382
018-04:45;3710683;359421
018-05:00;3710696;359434
018-05:15;3710709;359447
018-05:30;3710720;359458
018-05:45;3710731;359469
018-06:00;3710769;359507
018-06:15;3710803;359541
018-06:30;3710820;359558
018-06:45;3710832;359570
018-07:00;3710843;359581
018-07:15;3710855;359593
018-07:30;3710887;359625
018-07:45;3710918;359656
018-08:00;3710944;359682
018-08:15;3710989;359727
018-08:30;3711045;359783
018-08:45;3711147;359885
018-09:00;3711176;359914
018-09:15;3711218;359956
018-09:30;3711251;359989
018-09:45;3711262;360000
018-10:00;3711279;360017
018-10:15;3711300;360038
018-10:30;3711319;360057
018-10:45;3711351;360089
018-11:00;3711380;360118
018-11:15;3711394;360132
018-11:30;3711395;360133
018-11:45;3711400;360138
018-12:00;3711400;360138
018-12:15;3711400;360138
018-12:30;3711406;360144
018-12:45;3711406;360144
018-13:00;3711406;360144
018-13:15;3711467;360205
018-13:30;3711491;360229
018-13:45;3711561;360299
018-14:00;3711648;360386
018-14:15;3711739;360477
018-14:30;3711773;360511
018-14:45;3711792;360530
018-15:00;3711804;360542
018-15:15;3711821;360559
018-15:30;3711847;360585
018-15:45;3711880;360618
018-16:00;3711913;360651
018-16:15;3711933;360671
018-16:30;3711949;360687
018-16:45;3711966;360704
018-17:00;3711983;360721
