CBP;DOMAIN;device;Device;Ger?;;;;
CMN;DOMAIN;obisWizard.activePowerQI;Active power QI;Wirkleistung QI;;;;;
CMN;DOMAIN;obisWizard.billingPeriod;Billing period;Abrechnungszeitraum;;;;;
CMN;DOMAIN;obisWizard.nominalValues;Nominal values;Nennwerte;;;;;
CMN;DOMAIN;obisWizard.phase1Failure;Phase L1 failure;St?g von Phase L1;;;;;
CMN;DOMAIN;obisWizard.phase2Failure;Phase L2 failure;St?g von Phase L2;;;;;
CMN;DOMAIN;obisWizard.phase3Failure;Phase L3 failure;St?g von Phase L3;;;;;
CMN;DOMAIN;obisWizard.activePowerQII;Active power QII;Wirkleistung QII;;;;;
CMN;DOMAIN;obisWizard.activePowerQIV;Active power QIV;Wirkleistung QIV;;;;;
CMN;DOMAIN;obisWizard.batteryVoltage;Battery voltage;Akkuspannung;;;;;
CMN;DOMAIN;obisWizard.generalPurpose;General purpose;Allgemeiner Zweck;;;;;
CMN;DOMAIN;obisWizard.maximumCurrent;Maximum current [A];Maximale Stromst?e [A];;;;;
CMN;DOMAIN;obisWizard.nominalCurrent;Basic/nominal current [A];Basis-/Nennstrom [A];;;;;
CMN;DOMAIN;obisWizard.nominalVoltage;Nominal voltage [V];Nennspannung [V];;;;;
CMN;DOMAIN;obisWizard.programEntries;Program entries;Programmeintr?;;;;;
CMN;DOMAIN;obisWizard.RAWActiveEnergy;RAW active energy, output pulse;RAW-Wirkenergie, Ausgangsimpuls;;;;;
CMN;DOMAIN;obisWizard.REWActiveEnergy;REW [Imp/kWh] active energy;REW [Imp/kWh] Wirkenergie;;;;;
CMN;DOMAIN;obisWizard.RLWActiveEnergy;RLW active energy, metrological LED;RLW-Wirkenergie, messtechnische LED;;;;;
CMN;DOMAIN;obisWizard.activePowerPlus;Active power+;Wirkleistung +;;;;;
CMN;DOMAIN;obisWizard.activePowerQIII;Active power QIII;Wirkleistung QIII;;;;;
CMN;DOMAIN;obisWizard.clockSyncMethod;Clock synchronization method;Verfahren der Taktsynchronisation;;;;;
CMN;DOMAIN;obisWizard.clockSyncWindow;Clock synchronization window;Fenster f?ie Taktsynchronisation;;;;;
CMN;DOMAIN;obisWizard.dateOfLastReset;Date of last reset;Datum der letzten R?etzung;;;;;
CMN;DOMAIN;obisWizard.missingDuration;Missing duration;Fehlende Dauer;;;;;
CMN;DOMAIN;obisWizard.reactivePowerQI;Reactive power QI;Blindleistung QI;;;;;
CMN;DOMAIN;obisWizard.timeOfLastReset;Time of last reset;Uhrzeit der letzten R?etzung;;;;;
CMN;DOMAIN;obisWizard.timeOfOperation;Time of operation;Uhrzeit des Vorgangs;;;;;
CMN;DOMAIN;obisWizard.RCRProgramNumber;RCR program number;RCR-Programmnummer;;;;;
CMN;DOMAIN;obisWizard.abstractObisCode;Abstract OBIS code;OBIS-Code f?bstrakte Daten;;;;;
CMN;DOMAIN;obisWizard.activePowerMinus;Active power-;Wirkleistung -;;;;;
CMN;DOMAIN;obisWizard.activePowerQ1423;Active power QI+QIV+QII+QIII;Wirkleistung QI+QIV+QII+QIII;;;;;
CMN;DOMAIN;obisWizard.dateOfNextChange;Date of next change;Datum der n?sten ?derung;;;;;
CMN;DOMAIN;obisWizard.inBillingPeriodX;in billing period {0,number};in Abrechnungszeitraum {0,number};;;;;
CMN;DOMAIN;obisWizard.missingMagnitude;Missing magnitude;Fehlende Magnitude;;;;;
CMN;DOMAIN;obisWizard.missingThreshold;Missing threshold;Fehlender Grenzwert;;x;;;
CMN;DOMAIN;obisWizard.nominalFrequency;Nominal frequency [Hz];Nennfrequenz [Hz];;;;;
CMN;DOMAIN;obisWizard.reactivePowerQII;Reactive power QII;Blindleistung QII;;;;;
CMN;DOMAIN;obisWizard.reactivePowerQIV;Reactive power QIV;Blindleistung QIV;;;;;
CMN;DOMAIN;obisWizard.unitlessQuantity;Unitless quantity (pulses or pieces);Menge ohne Einheit (Pulse oder St?;;;;;
CMN;DOMAIN;obisWizard.RABReactiveEnergy;RAB reactive energy, output pulse;RAB-Blindenergie, Ausgangsimpuls;;;;;
CMN;DOMAIN;obisWizard.RASApparentEnergy;RAS apparent energy, output pulse;RAB-Scheinenergie, Ausgangsimpuls;;;;;
CMN;DOMAIN;obisWizard.REBReactiveEnergy;REB [Imp/kWh] reactive energy;REB [Imp/kWh] Blindenergie;;;;;
CMN;DOMAIN;obisWizard.RESApparentEnergy;RES [Imp/kWh] apparent energy;RES [Imp/kWh] Scheinenergie;;;;;
CMN;DOMAIN;obisWizard.RLBReactiveEnergy;RLB reactive energy, metrological LED;RLB-Blindenergie, messtechnische LED;;;;;
CMN;DOMAIN;obisWizard.RLSApparentEnergy;RLS apparent energy, metrological LED;RLS-Scheinenergie, messtechnische LED;;;;;
CMN;DOMAIN;obisWizard.apparentPowerPlus;Apparent power+;Scheinleistung +;;;;;
CMN;DOMAIN;obisWizard.overLimitDuration;Over limit duration;Dauer ? Grenzwert;;;;;
CMN;DOMAIN;obisWizard.reactivePowerPlus;Reactive power+;Blindleistung +;;;;;
CMN;DOMAIN;obisWizard.reactivePowerQIII;Reactive power QIII;Blindleistung QIII;;;;;
CMN;DOMAIN;obisWizard.ambientTemperature;Ambient temperature;Umgebungstemperatur;;;;;
CMN;DOMAIN;obisWizard.apparentPowerMinus;Apparent power-;Scheinleistung -;;;;;
CMN;DOMAIN;obisWizard.gasRelatedObisCode;Gas related OBIS code;OBIS-Code f?as;;;;;
CMN;DOMAIN;obisWizard.instantaneousValue;Instantaneous value;Augenblickswert;;;;;
CMN;DOMAIN;obisWizard.measurementMethods;Measurement methods;Messmethoden;;;;;
CMN;DOMAIN;obisWizard.measurementPeriods;Measurement periods;Messzeitr?e;;;;;
CMN;DOMAIN;obisWizard.overLimitMagnitude;Over limit magnitude;Grenzwertausma?;x;;;
CMN;DOMAIN;obisWizard.overLimitThreshold;Over limit threshold;?er Limit-Grenzwert;;x;;;
CMN;DOMAIN;obisWizard.reactivePowerMinus;Reactive power-;Blindleistung -;;;;;
CMN;DOMAIN;obisWizard.underLimitDuration;Under limit duration;Dauer unter Grenzwert;;;;;
CMN;DOMAIN;obisWizard.heatRelatedObisCode;Heat related OBIS code;OBIS-Code f?eizung;;;;;
CMN;DOMAIN;obisWizard.inputPulseConstants;Input pulse constants;Eingangsimpulskonstanten;;;;;
CMN;DOMAIN;obisWizard.lineReactanceLosses;Line reactance losses;Leitungsreaktanzverluste;;;;;
CMN;DOMAIN;obisWizard.outputPulseDuration;Output pulse duration;Ausgangsimpulsdauer;;;;;
CMN;DOMAIN;obisWizard.underLimitMagnitude;Under limit magnitude;Magnitude unter Grenzwert;;;;;
CMN;DOMAIN;obisWizard.underLimitThreshold;Under limit threshold;Unter Limit-Grenzwert;;x;;;
CMN;DOMAIN;obisWizard.batteryChargeDisplay;Battery charge display;Akkuladeanzeige;;;;;
CMN;DOMAIN;obisWizard.billingPeriodAverage;Billing period average (since last reset);Mittelwert des Abrechnungszeitraums (seit letzter R?etzung);;;;;
CMN;DOMAIN;obisWizard.billingPeriodCounter;Billing period counter;Z?er des Abrechnungszeitraums;;;;;
CMN;DOMAIN;obisWizard.lineResistanceLosses;Line resistance losses;Leitungswiderstandsverluste;;;;;
CMN;DOMAIN;obisWizard.outputPulseConstants;Output pulse constants;Ausgangsimpulskonstanten;;;;;
CMN;DOMAIN;obisWizard.batteryUseTimeCounter;Battery use time counter;Zeitz?er f?kkunutzung;;;;;
CMN;DOMAIN;obisWizard.dateOfLastCalibration;Date of last calibration;Datum der letzten Kalibrierung;;;;;
CMN;DOMAIN;obisWizard.generalServiceEntries;General service entries;Allgemeine Diensteintr?;;;;;
CMN;DOMAIN;obisWizard.parameterRecordNumber;Parameter record number;Parameterdatensatznummer;;;;;
CMN;DOMAIN;obisWizard.readingFactorForPower;Reading factor for power;Messfaktor f?eistung;;;;;
CMN;DOMAIN;obisWizard.activePowerQ14MinusQ23;Active power QI+QIV-QII-QIII;Wirkleistung QI+QIV-QII-QIII;;;;;
CMN;DOMAIN;obisWizard.coolingRelatedObisCode;Cooling related OBIS code;OBIS-Code f??ng;;;;;
CMN;DOMAIN;obisWizard.readingFactorForEnergy;Reading factor for energy;Messfaktor f?nergie;;;;;
CMN;DOMAIN;obisWizard.hotWaterRelatedObisCode;Hot water related OBIS code;OBIS-Code f?armwasser;;;;;
CMN;DOMAIN;obisWizard.internalOperatingStatus;Internal operating status;Interner Betriebsstatus;;;;;
CMN;DOMAIN;obisWizard.timeOfRegistrationRateX;Time of registration rate {0,number};Uhrzeit der Erfassungsrate {0,number};;;;;
CMN;DOMAIN;obisWizard.timeSwitchProgramNumber;Time switch program number;Zeitschaltuhr-Programmnummer;;;;;
CMN;DOMAIN;obisWizard.transformerThermaLosses;Transformer thermal losses;Thermische Verluste am Transformator;;;;;
CMN;DOMAIN;obisWizard.coldWaterRelatedObisCode;Cold water related OBIS code;OBIS-Code f?altwasser;;;;;
CMN;DOMAIN;obisWizard.missingOccurrenceCounter;Missing occurrence counter;Fehlender Ereignisz?er;;;;;
CMN;DOMAIN;obisWizard.nrOfConfigProgramChanges;Number of configuration program changes;Anzahl der ?derungen am Konfigurationsprogramm;;;;;
CMN;DOMAIN;obisWizard.statusOfSecuritySwitches;Status of security switches;Status der Sicherheitsschalter;;;;;
CMN;DOMAIN;obisWizard.timestampOfBillingPointX;Timestamp of billing point {0,number};Zeitstempel f?brechnungsstelle {0,number};;;;;
CMN;DOMAIN;obisWizard.masterConnectionDiagramId;Master connection diagram ID;Kennung des Verbindungsdiagramms des Hauptger?;;;;;
CMN;DOMAIN;obisWizard.transformerMagneticLosses;Transformer magnetic losses;Magnetische Verluste am Transformator;;;;;
CMN;DOMAIN;obisWizard.electricityRelatedObisCode;Electricity related OBIS code;OBIS-Code f?trom;;;;;
CMN;DOMAIN;obisWizard.overLimitOccurrenceCounter;Over limit occurrence counter;Z?er von Grenzwert?schreitungen;;;;;
CMN;DOMAIN;obisWizard.stateOfInputControlSignals;Status of input control signals;Status der Eingangssteuerungssignale;x;x;;;
CMN;DOMAIN;obisWizard.billingPeriodCounterEntries;Billing period counter entries;Z?erangaben des Abrechnungszeitraums;;;;;
CMN;DOMAIN;obisWizard.nrOfAvailableBillingPeriods;Number of available billing periods;Anzahl der verf?ren Abrechnungszeitr?e;;;;;
CMN;DOMAIN;obisWizard.stateOfOutputControlSignals;Status of output control signals;Status der Ausgangssteuerungssignale;x;x;;;
CMN;DOMAIN;obisWizard.underLimitOccurrenceCounter;Under limit occurrence counter;Z?er von Grenzwertunterschreitungen;;;;;
CMN;DOMAIN;obisWizard.environmentalRelatedObisCode;Environmental related OBIS code;OBIS-Code f?mgebung;;;;;
CMN;DOMAIN;obisWizard.inCurrentActiveBillingPeriod;in current active billing period;in aktuellem aktivem Abrechnungszeitraum;;;;;
CMN;DOMAIN;obisWizard.operatingTimeRelatedObisCode;Operating time related OBIS code;OBIS-Code f?etriebszeit;;;;;
CMN;DOMAIN;obisWizard.powerFailuresRelatedObisCode;Number of power failures related OBIS code;OBIS-Code f?ie Anzahl der Netzausf?e;;;;;
CMN;DOMAIN;obisWizard.totalFailureOfAllThreePhases;Total number of failures of all three phases of which the duration of the failure took longer than the internal autonomy;Gesamtanzahl der St?gen aller drei Phasen, bei denen die St?g l?er dauerte als die interne Autonomie;;;;;
CMN;DOMAIN;obisWizard.batteryEntriesRelatedObisCode;Battery entries related OBIS code;OBIS-Code f?kkuangaben;;;;;
CMN;DOMAIN;obisWizard.dateOfLastConfigProgramChange;Date of last configuration program change;Datum der letzten ?derung am Konfigurationsprogramm;;;;;
CMN;DOMAIN;obisWizard.dateOfNextConfigProgramChange;Date of next configuration program change;Datum der n?sten ?derung am Konfigurationsprogramm;;;;;
CMN;DOMAIN;obisWizard.stateOfInternalControlSignals;Status of internal control signals;Status der internen Steuerungssignale;x;x;;;
CMN;DOMAIN;obisWizard.maximumUsingMeasurementPeriod1;Maximum using measurement period 1;Maximum unter Verwendung von Messzeitraum 1;;;;;
CMN;DOMAIN;obisWizard.maximumUsingMeasurementPeriod2;Maximum using measurement period 2;Maximum unter Verwendung von Messzeitraum 2;;;;;
CMN;DOMAIN;obisWizard.maximumUsingMeasurementPeriod3;Maximum using measurement period 13;Maximum unter Verwendung von Messzeitraum 13;;;;;
CMN;DOMAIN;obisWizard.measurementPeriod1ForAvgValue1;Measurement period 1 for average value 1;Messzeitraum 1 f?ittelwert 1;;;;;
CMN;DOMAIN;obisWizard.measurementPeriod2ForAvgValue2;Measurement period 2 for average value 2;Messzeitraum 2 f?ittelwert 2;;;;;
CMN;DOMAIN;obisWizard.measurementPeriod4ForTestValue;Measurement period 4 for test value;Messzeitraum 4 f?estwert;;;;;
CMN;DOMAIN;obisWizard.minimumUsingMeasurementPeriod1;Minimum using measurement period 1;Minimum unter Verwendung von Messzeitraum 1;;;;;
CMN;DOMAIN;obisWizard.minimumUsingMeasurementPeriod2;Minimum using measurement period 2;Minimum unter Verwendung von Messzeitraum 2;;;;;
CMN;DOMAIN;obisWizard.minimumUsingMeasurementPeriod3;Minimum using measurement period 3;Minimum unter Verwendung von Messzeitraum 3;;;;;
CMN;DOMAIN;obisWizard.timeIntegralOverBillingPeriodX;Time integral over billing period {0,number};Zeitintegral ? Abrechnungszeitraum [0,number};;;;;
CMN;DOMAIN;obisWizard.timestampOfBillingPointInCodeF;Timestamp of billing point in code F (VZ..VZ-n);Zeitstempel der Abrechnungsstelle in Code F (VZ...VZ-n);;;;;
CMN;DOMAIN;obisWizard.IOControlSignalsRelatedObisCode;Input/output control signals related OBIS code;OBIS-Code f?ingangs-/Ausgangssteuersignale;;;;;
CMN;DOMAIN;obisWizard.parameterChangesRelatedObisCode;Parameter changes related OBIS code;OBIS-Code f?arameter?erungen;;;;;
CMN;DOMAIN;obisWizard.heatCostAllocatorRelatedObisCode;Heat cost allocator related OBIS code;OBIS-Code f?eizkostenverteiler;;;;;
CMN;DOMAIN;obisWizard.overallTransformerRatioNumerator;Overall transformer ratio (numerator);Gesamtkennzahl des Transformators (Z?er);;;;;
CMN;DOMAIN;obisWizard.recordingInterval1ForLoadProfile;Recording interval 1 for load profile;Aufzeichnungsintervall 1 f?astprofil;;;;;
CMN;DOMAIN;obisWizard.recordingInterval2ForLoadProfile;Recording interval 2 for load profile;Aufzeichnungsintervall 2 f?astprofil;;;;;
CMN;DOMAIN;obisWizard.timeExpiredSinceLastBillingPoint;Time expired since last billing point;Seit der letzten Abrechnung verstrichener Zeitraum;;;;;
CMN;DOMAIN;obisWizard.timeIntegralOfPositiveDifference;Time integral of positive difference between quantity and a prescribed threshold value;Zeitintegral der positiven Differenz zwischen Anzahl und vorgeschriebenem Grenzwert;;;;;
CMN;DOMAIN;obisWizard.transformerRatioCurrentNumerator;Transformer ratio - current (numerator);Transformatoren-Kennzahl - Stromst?e (Z?er);;;;;
CMN;DOMAIN;obisWizard.transformerRatioVoltageNumerator;Transformer ratio - voltage (numerator);Transformatoren-Kennzahl - Spannung (Z?er);;;;;
CMN;DOMAIN;obisWizard.configurationProgramVersionNumber;Configuration program version number;Versionsnummer des Konfigurationsprogramms;;;;;
CMN;DOMAIN;obisWizard.dateOfLastTimeSwitchProgramChange;Date of last time switch program change;Datum der letzten ?derung des Zeitschaltuhrprogramms;;;;;
CMN;DOMAIN;obisWizard.nrOfProtectedConfigProgramChanges;Number of protected configuration program changes;Anzahl der ?derungen am gesch?en Konfigurationsprogramm;;;;;
CMN;DOMAIN;obisWizard.algorithmForActivePowerMeasurement;Algorithm for active power measurement;Algorithmus f?irkleistungsmessung;;;;;
CMN;DOMAIN;obisWizard.algorithmForPowerFactorCalculation;Algorithm for power factor calculation;Algorithmus f?eistungsfaktorberechnung;;;;;
CMN;DOMAIN;obisWizard.lastAverageUsingMeasurementPeriod1;Last average using measurement period 1;Letzter Mittelwert unter Verwendung von Messzeitraum 1;;;;;
CMN;DOMAIN;obisWizard.lastAverageUsingMeasurementPeriod2;Last average using measurement period 2;Letzter Mittelwert unter Verwendung von Messzeitraum 2;;;;;
CMN;DOMAIN;obisWizard.lastAverageUsingMeasurementPeriod3;Last average using measurement period 3;Letzter Mittelwert unter Verwendung von Messzeitraum 3;;;;;
CMN;DOMAIN;obisWizard.overallTransformerRatioDenominator;Overall transformer ratio (denominator);Gesamtkennzahl des Transformators (Nenner);;;;;
CMN;DOMAIN;obisWizard.timeIntegralOverDeviceSpecificTime;Time integral over device specific time;Zeitintegral ? ger?spezifischen Zeitraum;;;;;
CMN;DOMAIN;obisWizard.transformerRatioCurrentDenominator;Transformer ratio - current (denominator);Transformatoren-Kennzahl - Stromst?e (Nenner);;;;;
CMN;DOMAIN;obisWizard.transformerRatioVoltageDenominator;Transformer ratio - voltage (denominator);Transformatoren-Kennzahl - Spannung (Nenner);;;;;
CMN;DOMAIN;obisWizard.algorithmForActiveEnergyMeasurement;Algorithm for active energy measurement;Algorithmus f?irkenergiemessung;;;;;
CMN;DOMAIN;obisWizard.algorithmForApparentPowerMeasurement;Algorithm for apparent power measurement;Algorithmus f?cheinleistungsmessung;;;;;
CMN;DOMAIN;obisWizard.algorithmForReactivePowerMeasurement;Algorithm for reactive power measurement;Algorithmus f?lindleistungsmessung;;;;;
CMN;DOMAIN;obisWizard.algorithmForApparentEnergyMeasurement;Algorithm for apparent energy measurement;Algorithmus f?cheinenergiemessung;;;;;
CMN;DOMAIN;obisWizard.algorithmForReactiveEnergyMeasurement;Algorithm for reactive energy measurement;Algorithmus f?lindenergiemessung;;;;;
CMN;DOMAIN;obisWizard.currentAverageUsingMeasurementPeriod1;Current average using measurement period 1;Aktueller Mittelwert unter Verwendung von Messzeitraum 1;;;;;
CMN;DOMAIN;obisWizard.currentAverageUsingMeasurementPeriod2;Current average using measurement period 2;Aktueller Mittelwert unter Verwendung von Messzeitraum 2;;;;;
CMN;DOMAIN;obisWizard.currentAverageUsingMeasurementPeriod3;Current average using measurement period 3;Aktueller Mittelwert unter Verwendung von Messzeitraum 3;;;;;
CMN;DOMAIN;obisWizard.currentAverageUsingRecordingInterval1;Current average using recording interval 1;Aktueller Mittelwert unter Verwendung von Aufzeichnungsintervall 1;;;;;
CMN;DOMAIN;obisWizard.currentAverageUsingRecordingInterval2;Current average using recording interval 2;Aktueller Mittelwert unter Verwendung von Aufzeichnungsintervall 2;;;;;
CMN;DOMAIN;obisWizard.internalControlSignalsRelatedObisCode;Internal control signals related OBIS code;OBIS-Code f?nterne Steuersignale;;;;;
CMN;DOMAIN;obisWizard.timeIntegralFromLastBillingPointToNow;Time integral from last billing point to now;Zeitintegral seit der letzten Abrechnung bis jetzt;;;;;
CMN;DOMAIN;obisWizard.dateOfLastProtectedConfigProgramChange;Date of last protected configuration program change;Datum der letzten gesch?en ?derung am Konfigurationsprogramm;;;;;
CMN;DOMAIN;obisWizard.internalOperatingStatusRelatedObisCode;Internal operating status related OBIS code;OBIS-Code f?nternen Betriebsstatus;;;;;
CMN;DOMAIN;obisWizard.measurementPeriod3ForInstantaneousValue;Measurement period 3 for instantaneous value;Messzeitraum 3 f?ugenblickswert;;;;;
CMN;DOMAIN;obisWizard.timeIntegralFromStartOfMeasurementToNow;Time integral from last billing point to now;Zeitintegral seit der letzten Abrechnung bis jetzt;;;;;
CMN;DOMAIN;obisWizard.cumulativeMaximumUsingMeasurementPeriod1;Cumulative maximum using measurement period 1;Gesamth?twert unter Verwendung von Messzeitraum 1;;;;;
CMN;DOMAIN;obisWizard.cumulativeMaximumUsingMeasurementPeriod2;Cumulative maximum using measurement period 2;Gesamth?twert unter Verwendung von Messzeitraum 2;;;;;
CMN;DOMAIN;obisWizard.cumulativeMaximumUsingMeasurementPeriod3;Cumulative maximum using measurement period 3;Gesamth?twert unter Verwendung von Messzeitraum 3;;;;;
CMN;DOMAIN;obisWizard.cumulativeMinimumUsingMeasurementPeriod1;Cumulative minimum using measurement period 1;Gesamtmindestwert unter Verwendung von Messzeitraum 1;;;;;
CMN;DOMAIN;obisWizard.cumulativeMinimumUsingMeasurementPeriod2;Cumulative minimum using measurement period 2;Gesamtmindestwert unter Verwendung von Messzeitraum 2;;;;;
